Date,Order,Slug,Origin,Producer,Guest number,Guest info
140712,2,GORED BY THE BULLS,S,"W,M",1,"['W,M']"
140712,3,LA PORT STRIKE,S,"W,M",1,"['W,M']"
140712,4,COLORADO RIVER UNDAMMED,S,"W,F",1,"['W,M']"
140712,5,LEBRON RETURNS TO CLEVELAND,D,"W,M",5,"['O,M', 'W,M', 'O,F', 'W,M', 'B,M']"
140712,6,BOOK FIGHTSHARK,S,"W,F",1,"['W,M']"
140712,7,NATURAL INSEMINATION,S,"W,F",4,"['A,F', 'W,M', 'W,F', 'W,F']"
140712,8,MUSIC CHRISSIE HYNDE,S,"W,M",1,"['W,F']"
140712,9,TOMMY RAMONE OBIT,S,"W,M",1,"['W,M']"
140705,0,ISIS LEADER VIDEO,D,"W,F",1,"['O,M']"
140705,1,UNACCOMPANIED MINORS,S,"W,M",1,"['L,M']"
140705,2,ICE CITIES,D,"W,F",5,"['L,F', 'L,F', 'W,M', 'W,M', 'O,M']"
140705,3,CAREGIVING PARENTS,D,"W,F",3,"['A,M', 'O,F', 'O,F']"
140705,4,CAREGIVING FOLO,S,"A,F",2,"['W,M', 'W,F']"
140705,5,BRAZIL STAR INJURED,D,"W,M",3,"['L,F', 'L,M', 'L,M']"
140705,6,WIMBLEDON HAWK,S,"W,M",1,"['W,F']"
140705,7,SOUND OF TEMPERATURE,S,"W,F",0,[]
140705,8,OZY,S,"B,F",1,"['B,M']"
140705,9,BOOK ECHO'S BONES,S,"W,F",1,"['W,M']"
140705,10,MUSIC NRBQ,S,"W,M",1,"['W,M']"
140706,0,ISRAEL TEENAGERS,S,"W,F",3,"['W,M', 'M,M', 'M,F']"
140706,1,PROMISE ZONES,S,"B,F",4,"['B,M', 'L,M', 'W,M', 'W,F']"
140706,2,QUEBEC RAILROAD EXPLOSION ANNIVERSARY,D,"W,M",3,"['O,F', 'W,M', 'W,M']"
140706,3,DOC INTERNET'S OWN BOY,S,"W,M",1,"['W,M']"
140706,4,MBB RESTORATIVE JUSTICE,S,"W,M",1,"['W,F']"
140706,5,SOUND OF TEMPERATURE RESULTS,S,"W,F",0,[]
140706,6,BOOK I SAID YES TO EVERYTHING,S,"W,F",1,"['W,F']"
140706,7,MUSIC ECHO & THE BUNNYMEN,S,"W,F",1,"['W,M']"
140629,0,MOSUL VET,S,"W,F",1,"['W,M']"
140629,1,NO FLY PLAINTIFF,S,"W,M",1,"['M,M']"
140629,2,TIPPED WAGES,S,"W,M",6,"['A,F', 'W,M', 'L,M', 'M,M', 'W,F', 'W,F']"
140629,3,WAGE THEFT,S,"L,F",1,"['W,F']"
140629,4,OPTIMUS PRIME VOICE,S,"W,M",1,"['W,M']"
140629,5,1994 COLOMBIA WORLD CUP,S,"W,F",1,"['L,M']"
140629,6,SNOWPIERCER,D,"W,F",2,"['A,M', 'W,M']"
140629,7,BOOK UNRULY,S,"W,F",1,"['B,M']"
140628,0,BENGHAZI SUSPECT,S,"W,F",1,"['W,F']"
140628,1,BAGHDAD CAUGHT IN ISIS,S,"W,M",1,"['W,F']"
140628,2,ISIS NORTHERN IRAQ,S,"W,F",1,"['M,M']"
140628,3,VIOLENCE VS NARRATIVE VIDEO GAMES,S,"W,F",1,"['W,M']"
140628,4,ELECTRIC HARLEYS,D,"W,M",6,"['W,M', 'W,M', 'W,M', 'W,M', 'O,M', 'O,M']"
140628,5,JOHN FORCE PROFILE,S,"W,M",3,"['W,M', 'W,F', 'L,M']"
140628,6,OZY,S,"B,F",1,"['B,M']"
140628,7,BOOK EVERYTHING I NEVER TOLD YOU,S,"W,F",1,"['A,F']"
140628,8,MUSIC ANI CORDERO,S,"W,M",1,"['L,F']"
141116,0,MINORS & SEXUAL CONSENT,S,"W,M",3,"['W,F', 'W,F', 'B,M']"
141116,1,UNPUBLISHED STEINBECK STORY,S,"B,F",1,"['W,M']"
141116,2,ISIS BEHEADING VIDEO,D,"W,F",1,"['M,M']"
141116,3,ISIS AND RELIGIOUS LANGUAGE,S,"W,F",1,"['M,M']"
141116,4,WOMEN IN WEARABLES,S,"W,F",1,"['W,F']"
141116,5,MUSIC BRIAN FERRY,S,"W,M",1,"['W,M']"
141116,6,LAKERS EN ESPANOL,S,"W,F",3,"['L,M', 'L,F', 'L,M']"
141116,7,AMPUTEE BOXING,D,"W,M",4,"['L,M', 'O,M', 'W,M', 'W,M']"
141116,8,BOOK THE UNSPEAKABLE,S,"W,F",1,"['W,F']"
141116,9,LARSON OBIT,S,"A,F",1,"['W,F']"
141115,0,HEALTH CARE OPEN ENROLLMENT,S,"W,M",3,"['W,F', 'W,M', 'L,M']"
141115,1,MAYDAY PAC POST MORTEM,S,"W,M",1,"['W,M']"
141115,2,BOOK @WAR,S,"W,F",1,"['W,M']"
141115,3,MEXICO DISAPPEARED STUDENTS,S,"W,M",1,"['L,M']"
141115,4,MUSIC MELVIN VAN PEEBLES & HELIOCENTRICS,S,"W,M",2,"['B,M', 'O,M']"
141115,5,DELINQUENT FINES STORY 4,D,"W,M",7,"['W,F', 'W,M', 'W,M', 'O,M', 'O,M', 'O,M', 'W,M']"
141115,6,INDIAN DANCER WITH DOWN SYNDROME,D,"A,M",3,"['A,F', 'A,F', 'A,M']"
141115,7,MBB KARYN PARSONS,S,"B,F",1,"['B,F']"
"140621","0","ISIS TACTICS","S","W,F","2","['B,M', 'W,F']"
"140621","1","ISIS DIPLOMATIC FALLOUT","S","W,F","1","['M,M']"
"140621","2","AFGHANISTAN LATEST","D","W,M","3","['M,M', 'W,M', 'M,M']"
"140621","3","VIDEO GAME COVER STORY","S","W,F","5","['W,M', 'M,F', 'W,M', 'W,F', 'W,M']"
"140621","4","OZY","S","B,F","1","['B,M']"
"140621","5","MOVIE MISS LOVELY","S","B,F","1","['A,M']"
"140621","6","MANAUS STADIUM","D","W,M","3","['L,M', 'L,M', 'L,M']"
"140621","7","MBB MICHAEL K WILLIAMS","S","W,M","1","['B,M']"
"140621","8","MUSIC BOBBY HUTCHERSON","S","W,M","1","['B,M']"
"140622","0","OBAMA AND USE OF MILITARY FORCE","D","W,M","6","['B,M', 'W,F', 'L,M', 'W,M', 'W,M', 'W,M']"
"140622","1","EASTERN UKRAINE LATEST WATC","S","W,M","1","['W,M']"
"140622","2","GEORGIA GUN LAW CONFUSION","D","W,F","6","['W,M', 'W,F', 'W,F', 'W,M', 'A,M', 'W,M']"
"140622","3","GUANTANAMO CHECKIN","S","W,M","1","['W,F']"
"140622","4","WORLD CUP SOCCER CLEATS","S","W,M","2","['L,M', 'W,M']"
"140622","5","BARD PRISON GRADS","D","W,F","5","['B,M', 'B,F', 'W,M', 'W,M', 'B,F']"
"140622","6","MOVIE CODE BLACK","S","W,M","1","['W,M']"
"140622","7","BOOK A LONG WAY HOME","S","W,F","1","['A,M']"
"140622","8","MUSIC PHISH","S","W,M","1","['W,M']"
"140615","0","RISING COST OF RENTING","S","W,F","2","['L,F', 'W,M']"
"140615","1","BERGMAN RENTAL PIECE","D","W,M","3","['W,F', 'W,M', 'L,M']"
"140615","2","IRAQ UPDATE","S","W,M","1","['M,F']"
"140615","3","LA FATHERS PRORAM","S","B,F","6","['O,M', 'W,M', 'L,M', 'L,M', 'O,M', 'B,M']"
"140615","4","ENCORE KASEM CASEY","D","M,M","2","['M,M', 'W,M']"
"140615","5","GHANA USA SETUP","S","W,M","1","['W,M']"
"140615","6","BRAZIL SOCCER STAR POLITICS","S","W,F","1","['W,M']"
"140615","7","MUSIC WILLIE NELSON","S","W,M","1","['W,M']"
"140614","0","IRAQ MILITARY MELTDOWN","S","W,F","1","['W,M']"
"140614","1","US IRAQ POLITICS","S","W,F","2","['B,M', 'W,F']"
"140614","2","RISE OF MIDEAST STRONGMEN","S","W,F","1","['M,M']"
"140614","3","BUNDY UPDATE","S","W,M","2","['W,M', 'W,M']"
"140614","4","MENTALLY ILL AND POLICE","S","W,M","1","['W,M']"
"140614","5","BEYOND THE TURING TEST","S","B,F","1","['W,M']"
"140614","6","OZY","S","B,F","1","['B,M']"
"140614","7","BOOK BRUTAL YOUTH","S","W,M","1","['W,M']"
"140614","8","MUSIC KAREN KILGARIFF","S","W,M","1","['W,F']"
"140608","0","FIXING THE VA","S","W,M","2","['W,M', 'W,M']"
"140608","1","CHILDREN OF THE IMPRISONED","S","B,F","2","['B,F', 'W,M']"
"140608","2","VENEZEULA BLACK MARKET","D","W,M","3","['L,M', 'L,M', 'L,M']"
"140608","3","ROBOTIC EXOSKELETON","D","L,F","1","['L,M']"
"140608","4","TOMMY JOHN SURGERY","S","W,F","1","['W,M']"
"140608","5","DOCUMENTING DYING CHILDREN","D","W,M","4","['L,F', 'W,F', 'L,M', 'W,F']"
"140608","6","ZOMBIES 101","D","W,F","3","['W,F', 'W,M', 'W,F']"
"140608","7","BOOK BOY AND HIS JAGUAR","S","W,F","1","['W,M']"
"140608","8","MUSIC TOM CHANG","S","W,M","1","['A,M']"
"140607","0","OBAMA POLITICS","S","W,M","2","['B,M', 'W,F']"
"140607","1","POW NEGOTIATION HISTORY","S","W,M","1","['W,M']"
"140607","2","STRENGTH OF AL QAEDA","S","W,M","1","['W,M']"
"140607","3","MORMON LANGUAGE SCHOOL","S","W,F","7","['W,F', 'W,M', 'W,M', 'W,F', 'W,F', 'W,F', 'W,M']"
"140607","4","GAME ADDICTION SCIENCE","S","W,M","1","['W,F']"
"140607","5","BUTLERS","S","W,F","1","['W,M']"
"140607","6","NEW AND THE NEXT","S","B,F","1","['B,M']"
"140607","7","BOOK TAKE THIS MAN","S","W,F","1","['L,M']"
"140607","8","MUSIC BETTO ARCOS","S","W,M","1","['L,M']"
"140531","0","AMERICAN POW RELEASED","S","W,M","3","['B,M', 'W,F', 'W,M']"
"140531","1","AFGHANISTAN FOLO","S","W,M","1","['M,M']"
"140531","2","SHINSEKI RESIGNATION FOLO","S","W,M","2","['B,M', 'W,M']"
"140531","3","DRIVERLESS CAR DESIGN","S","W,F","1","['W,M']"
"140531","4","MISSIONLESS WEAPON","S","W,F","1","['W,M']"
"140531","5","RISE OF SADVERTISING","S","W,F","1","['W,F']"
"140531","6","MBB DEAN DILLON","S","W,M","1","['W,M']"
"140531","7","DOC KORENGAL","S","B,F","1","['W,M']"
"140531","8","NEW AND NEXT","S","B,F","1","['B,M']"
"140531","9","ACTRESS OF A CERTAIN AGE","D","L,F","2","['W,F', 'W,F']"
"140601","0","BERGDAHL HOMETOWN REAX","S","W,M","2","['W,F', 'W,F']"
"140601","1","FIVE TALIBAN PRISONERS","S","W,M","1","['W,M']"
"140601","2","EGYPT ELECTION","S","W,M","1","['M,F']"
"140601","3","STRAY BULLETS","S","W,M","5","['B,M', 'L,F', 'L,M', 'W,M', 'B,F']"
"140601","4","TV FARGO'S DEAF ACTOR","S","W,F","2","['W,M', 'W,M']"
"140601","5","BOOK REMEMBER ME LIKE THIS","S","B,F","1","['W,M']"
"140601","6","MUST READ CAROUSEL","D","W,F","1","['W,F']"
"140601","7","MUSIC MESHELL NDEGEOCELLO","S","W,M","1","['B,F']"
"140525","0","SANTA BARBARA SHOOTING LATEST","S","W,F","3","['W,M', 'B,M', 'W,M']"
"140525","1","UKRAINE ELECTION","D","W,M","4","['O,M', 'W,M', 'W,F', 'O,F']"
"140525","2","IRAN HUMAN RIGHTS","S","W,M","1","['M,M']"
"140525","3","POTUS IN AFGHANISTAN","S","W,F","2","['B,M', 'W,M']"
"140525","4","THE DARKNET","S","B,F","2","['W,F', 'W,F']"
"140525","5","JEFF GOLDBLUM'S JAZZ STORY","S","W,M","6","['W,M', 'W,M', 'W,M', 'O,M', 'O,M', 'O,F']"
"140525","6","BOOK ALL THE LIGHT WE CANNOT SEE","S","W,F","1","['W,M']"
"140525","7","BOOK MUSIC BERT BERNS","S","W,M","1","['W,M']"
"140524","0","G&C ELECTRONIC MONITORING","D","W,M","3","['W,M', 'W,M', 'W,M']"
"140524","1","SANTA BARBARA SHOOTING","S","W,M","1","['W,M']"
"140524","2","WHERE DO THE FINES GO? ","S","W,F","1","['W,F']"
"140524","3","HOMELESS TEEN IN RURAL NYS","D","W,F","4","['W,F', 'W,M', 'W,F', 'W,F']"
"140524","4","SPORTS CHAT","S","W,M","2","['L,M', 'B,M']"
"140524","5","NEW AND NEXT","S","B,F","1","['B,M']"
"140524","6","UNMASKING THE GIMP","S","W,M","1","['W,M']"
"140524","7","MUSIC ENNIO MORRICONE","S","W,F","1","['W,M']"
"140518","0","INDIA ELEX FOLO","S","W,F","1","['W,F']"
"140518","1","KENYA UPDATE","S","W,F","1","['W,M']"
"140518","2","MERS OUTBREAKS","S","W,F","1","['W,M']"
"140518","3","ENCORE FIRST AMERICAN TEENAGER","D","W,M","2","['W,M', 'W,F']"
"140518","4","PEST FIGHTING INSECTS","S","W,M","3","['W,M', 'L,M', 'W,M']"
"140518","5","SOFTBALL MASKS","D","W,F","5","['O,F', 'O,F', 'W,F', 'O,M', 'W,M']"
"140518","6","BOOK FRIDAY WAS THE BOMB","S","W,F","1","['W,M']"
"140518","7","MBB TERRY BORING","S","W,M","1","['W,M']"
"140518","8","DESIGNING GODZILLA'S ROAR","S","W,M","2","['W,M', 'W,M']"
"140518","9","MUSIC HANK WILLIAMS LOST RECORDING","S","W,M","2","['W,M', 'W,F']"
"140517","0","10 YEARS OF GAY MARRIAGE","S","W,F","3","['W,F', 'W,F', 'W,M']"
"140517","1","BAPTIST CHURCH GAY MARRIAGE","D","W,M","7","['B,M', 'W,M', 'W,M', 'W,M', 'W,M', 'W,F', 'B,F']"
"140517","2","VA SCANDAL FOLO","S","W,M","1","['W,M']"
"140517","3","BOOK CLASH OF THE FINANCIAL PUNDITS","S","W,F","1","['W,M']"
"140517","4","DRINKABLE BOOK","S","B,F","1","['W,F']"
"140517","5","NEW AND NEXT","S","B,F","1","['B,M']"
"140517","6","MUSIC MICHAEL JACKSON POSTHUMOUS ALBUM","S","W,M","1","['W,F']"
"140517","7","TV BOOK MANHOOD","S","W,M","1","['B,M']"
